temperature,humidity,rainfall,visibility,wind_speed,road_condition,traffic_density,current_speed,hour_of_day,recommended_speed,road_condition_code,traffic_density_code
43.4,53.1,0.39,6.26,17.5,dry,medium,71.4,15,66.2,0,1
40.2,60.6,3.72,9.4,7.9,ice,medium,105.1,8,37.0,3,1
17.9,25.7,0.0,5.62,8.4,dry,high,62.7,6,59.6,0,2
16.3,85.0,0.23,9.2,13.2,dry,low,53.8,13,91.7,0,0
0.6,75.5,2.34,3.56,31.7,ice,medium,76.8,10,21.7,3,1
10.4,48.0,4.29,4.26,0.8,snow,low,54.8,17,34.0,2,0
34.8,30.3,0.0,4.68,12.7,dry,high,63.4,0,50.6,0,2
32.8,32.5,0.29,9.81,7.1,dry,low,46.3,20,91.8,0,0
38.2,22.0,0.34,10.0,26.5,dry,low,51.6,2,83.4,0,0
13.6,27.6,0.43,10.0,35.0,dry,low,14.6,11,87.9,0,0
3.8,49.2,0.0,7.56,14.3,dry,low,28.2,2,80.1,0,0
34.8,71.4,0.0,10.0,29.3,dry,medium,64.1,2,85.9,0,1
26.1,85.3,0.22,5.27,4.4,ice,medium,25.5,21,26.5,3,1
-1.0,55.1,0.26,8.65,20.0,dry,low,48.4,13,86.0,0,0
14.5,36.5,2.66,1.71,7.1,ice,low,82.1,3,23.6,3,0
39.8,30.8,0.22,4.97,10.3,dry,medium,34.1,10,62.1,0,1
35.4,74.2,2.35,6.09,4.3,wet,medium,29.4,15,56.7,1,1
10.6,20.6,13.66,2.08,4.6,wet,medium,29.6,2,35.6,1,1
-1.4,33.1,13.75,5.54,15.4,wet,medium,99.0,11,55.0,1,1
-2.5,30.2,0.0,7.36,0.0,dry,medium,53.1,10,83.1,0,1
17.7,42.5,0.57,8.71,26.1,dry,medium,55.8,20,83.2,0,1
19.2,43.4,0.0,5.98,0.0,dry,low,67.6,7,73.6,0,0
2.3,29.3,11.64,3.38,21.2,wet,medium,74.0,2,41.4,1,1
34.1,70.3,11.74,10.0,16.4,wet,medium,49.7,8,68.1,1,1
0.2,25.6,1.31,8.52,5.6,snow,medium,26.9,8,46.2,2,1
2.1,84.6,0.03,10.0,34.1,dry,high,62.3,1,70.9,0,2
17.2,65.0,0.0,10.0,27.0,dry,low,31.5,2,94.6,0,0
36.8,83.3,0.21,10.0,6.7,dry,medium,82.3,19,86.1,0,1
38.3,71.9,0.0,7.82,16.3,dry,high,38.0,19,70.2,0,2
17.7,33.7,5.2,4.61,14.5,wet,low,60.3,14,53.2,1,0
7.3,73.5,3.6,0.2,1.4,wet,low,40.5,21,34.2,1,0
1.3,38.4,14.72,10.0,17.1,wet,medium,56.3,6,65.6,1,1
4.1,97.3,0.0,10.0,28.0,dry,low,44.7,9,90.5,0,0
21.0,23.1,0.24,10.0,15.6,dry,medium,10.0,5,86.3,0,1
-0.9,49.7,9.21,3.18,0.0,wet,high,55.7,19,40.0,1,2
-1.7,99.1,0.13,7.91,0.0,dry,high,55.5,17,69.4,0,2
8.8,49.2,0.0,10.0,25.6,dry,high,25.5,13,74.5,0,2
31.1,55.9,0.0,10.0,13.8,dry,low,64.5,10,92.6,0,0
25.9,82.0,1.69,7.14,0.0,snow,low,62.3,11,51.2,2,0
23.1,39.2,0.07,5.89,10.0,dry,high,70.7,6,59.1,0,2
10.7,77.9,3.93,9.18,10.8,wet,medium,43.6,2,74.9,1,1
15.9,32.4,0.0,5.39,16.8,dry,low,62.1,5,65.6,0,0
13.9,28.3,0.05,7.35,0.0,dry,high,36.9,16,63.4,0,2
10.7,29.0,0.03,8.55,1.4,dry,high,37.8,12,71.7,0,2
5.1,47.3,9.54,5.41,1.3,wet,medium,63.6,18,56.5,1,1
16.3,26.3,0.0,5.47,15.5,dry,low,40.3,18,68.4,0,0
44.6,75.2,14.72,0.2,28.8,wet,low,87.8,4,36.5,1,0
1.3,49.5,0.36,4.3,6.6,dry,medium,94.2,6,58.5,0,1
11.9,65.3,0.0,10.0,27.3,dry,medium,74.6,21,82.4,0,1
20.0,96.2,0.21,6.99,4.6,dry,medium,61.5,14,70.8,0,1
5.3,42.0,0.45,10.0,8.2,ice,high,64.2,12,39.4,3,2
17.2,67.8,4.87,4.68,30.3,snow,medium,112.9,11,32.6,2,1
30.3,50.5,0.0,2.62,0.0,dry,high,18.1,0,41.8,0,2
23.8,37.4,1.09,10.0,27.7,wet,low,64.9,10,75.5,1,0
25.6,47.9,0.04,8.33,30.8,dry,high,14.0,19,68.2,0,2
18.4,77.2,3.46,10.0,21.3,snow,low,87.9,13,58.7,2,0
29.7,91.6,14.52,3.27,13.0,wet,low,60.2,11,46.4,1,0
38.3,34.0,0.0,10.0,0.0,dry,medium,77.1,12,89.3,0,1
24.7,56.1,0.0,6.79,40.4,dry,medium,29.4,8,62.2,0,1
10.2,32.3,3.08,8.71,16.7,wet,medium,90.6,0,68.2,1,1
20.7,58.5,0.64,5.39,11.1,snow,high,41.7,21,34.0,2,2
5.7,39.9,3.38,3.89,39.1,wet,medium,55.5,13,39.0,1,1
24.1,77.4,0.04,10.0,16.5,dry,low,77.8,18,92.6,0,0
35.0,74.9,7.61,4.87,5.2,wet,low,67.1,16,48.9,1,0
26.5,74.3,0.0,10.0,0.0,dry,high,23.7,9,79.5,0,2
11.3,48.9,0.19,0.2,0.0,dry,high,94.0,6,39.1,0,2
29.8,55.4,0.0,3.41,22.5,dry,high,45.3,23,47.7,0,2
-4.6,83.0,0.45,8.8,23.0,snow,low,76.4,8,50.5,2,0
14.4,59.0,0.59,7.07,28.1,dry,low,58.4,18,71.4,0,0
18.6,83.2,0.0,4.51,23.4,dry,medium,63.1,0,58.4,0,1
43.0,86.5,0.19,8.13,33.2,dry,high,52.6,21,68.5,0,2
40.4,61.3,0.0,4.81,10.4,dry,medium,65.4,21,56.3,0,1
14.3,59.2,5.92,1.56,30.1,wet,medium,20.5,7,36.2,1,1
30.0,66.5,0.45,8.4,17.7,dry,medium,68.6,22,74.8,0,1
24.9,55.5,0.05,4.0,19.5,dry,medium,42.9,9,58.2,0,1
-1.1,99.9,2.65,0.78,18.4,snow,low,20.5,19,31.9,2,0
5.9,53.9,0.0,5.81,10.4,dry,medium,78.7,11,65.0,0,1
35.4,52.5,0.0,8.2,24.6,dry,high,59.7,7,69.3,0,2
40.7,47.4,0.06,7.42,19.7,dry,low,28.6,15,77.5,0,0
35.0,83.3,6.09,0.2,23.7,wet,high,61.3,23,27.2,1,2
38.4,97.7,0.0,7.15,28.7,dry,low,75.5,20,83.6,0,0
-3.1,97.5,0.0,10.0,14.2,dry,low,78.2,9,95.8,0,0
32.5,22.1,0.69,7.1,35.6,dry,low,63.5,11,78.7,0,0
1.4,31.1,0.25,4.74,31.2,dry,low,60.7,0,63.0,0,0
-0.8,46.1,1.78,2.01,5.7,snow,low,53.2,20,24.4,2,0
31.3,47.9,0.19,8.68,29.6,dry,low,58.6,4,84.6,0,0
34.2,73.5,10.17,2.08,6.1,wet,high,63.2,8,36.0,1,2
-1.3,63.5,0.13,5.44,12.8,snow,medium,48.2,10,35.8,2,1
-3.5,99.6,0.0,9.15,18.2,dry,medium,42.0,5,83.3,0,1
21.2,63.3,2.85,2.02,11.9,ice,low,62.0,18,24.0,3,0
4.1,69.6,0.0,1.62,4.8,dry,high,19.8,1,37.8,0,2
23.0,72.8,5.37,2.97,19.4,wet,high,36.7,18,36.5,1,2
-1.4,52.7,0.0,8.11,31.7,dry,low,59.7,14,80.2,0,0
-3.5,51.1,2.17,5.06,9.2,ice,medium,75.3,14,27.1,3,1
16.6,26.3,0.0,8.22,18.2,dry,low,35.5,13,82.2,0,0
34.4,51.7,0.0,8.51,12.5,dry,low,41.9,3,81.3,0,0
1.9,45.5,0.0,10.0,0.7,dry,medium,71.5,9,84.6,0,1
44.3,48.6,1.17,3.29,21.3,snow,low,25.8,4,29.0,2,0
9.9,34.8,0.14,10.0,16.0,dry,medium,47.1,23,86.2,0,1
24.8,93.7,3.95,5.56,6.4,ice,high,65.9,21,28.5,3,2
10.2,77.4,2.36,3.04,41.2,wet,high,73.2,0,35.4,1,2
31.9,99.6,1.93,5.14,12.2,snow,low,32.9,16,42.1,2,0
25.8,84.6,3.83,0.68,7.9,snow,high,10.0,12,27.8,2,2
32.6,24.7,4.6,2.66,18.6,wet,low,53.8,5,40.8,1,0
19.0,80.5,0.0,3.03,5.9,dry,low,84.6,11,51.6,0,0
18.9,46.8,4.24,4.08,28.8,ice,low,27.0,19,27.1,3,0
36.9,95.4,2.48,0.2,7.4,snow,low,48.9,22,28.4,2,0
6.6,88.2,0.05,6.44,12.9,dry,medium,68.6,12,69.2,0,1
20.5,70.5,2.21,2.89,23.1,ice,low,53.5,14,23.8,3,0
16.5,81.6,4.2,3.5,6.7,ice,high,55.4,7,27.3,3,2
31.3,23.8,0.1,5.15,8.8,snow,medium,50.1,11,40.6,2,1
17.6,23.8,5.25,3.35,9.1,wet,low,45.0,16,48.1,1,0
31.6,52.8,2.15,7.84,27.9,snow,low,69.1,5,45.9,2,0
23.5,72.0,0.0,8.49,12.8,dry,medium,37.4,22,72.2,0,1
20.3,30.2,6.68,5.38,3.7,wet,high,39.5,14,40.3,1,2
25.0,45.2,3.31,5.54,22.9,wet,medium,58.8,9,54.0,1,1
26.8,24.4,0.32,6.13,16.5,dry,medium,94.8,4,67.6,0,1
-5.0,78.7,12.59,1.69,19.0,wet,low,32.2,8,35.1,1,0
-3.6,21.8,4.33,9.1,6.5,snow,low,62.9,6,53.0,2,0
38.8,22.6,10.22,0.2,0.0,wet,high,52.7,23,29.5,1,2
26.2,39.5,0.0,10.0,19.1,dry,low,60.2,19,91.4,0,0
7.5,55.5,3.18,9.16,6.9,wet,medium,52.1,22,71.2,1,1
-0.6,72.0,0.4,10.0,12.8,dry,medium,72.1,9,88.7,0,1
12.2,55.5,0.0,6.18,22.1,dry,low,59.9,11,72.9,0,0
39.6,80.6,0.03,4.02,26.9,snow,medium,68.2,15,38.9,2,1
41.3,71.9,0.18,2.19,33.2,dry,low,79.3,19,48.8,0,0
2.4,97.6,0.09,10.0,0.0,dry,medium,49.0,3,91.1,0,1
23.1,94.7,13.48,5.11,19.8,wet,medium,62.7,23,51.4,1,1
-1.6,68.4,0.0,3.88,0.0,dry,low,44.0,11,56.9,0,0
16.9,85.7,2.16,0.2,0.0,snow,medium,34.7,14,30.1,2,1
3.7,51.3,0.31,5.8,41.6,dry,low,66.2,18,69.6,0,0
20.7,66.7,0.3,7.4,14.4,dry,high,50.2,23,62.6,0,2
38.0,68.1,0.0,10.0,33.0,dry,medium,28.4,9,87.5,0,1
25.7,58.2,0.0,10.0,0.0,dry,medium,67.6,2,84.2,0,1
3.9,20.9,5.89,1.54,6.1,wet,medium,60.7,20,34.8,1,1
7.7,32.3,13.25,0.2,18.7,wet,medium,34.9,13,31.8,1,1
24.3,93.7,0.0,7.93,33.4,dry,high,62.0,21,63.5,0,2
19.9,96.8,0.64,7.7,5.2,dry,low,36.7,7,82.3,0,0
29.3,95.3,0.32,5.43,9.2,dry,low,36.9,7,69.7,0,0
43.1,78.3,8.37,7.14,17.2,wet,low,62.1,19,64.8,1,0
9.9,80.8,3.74,8.68,33.1,wet,low,68.7,9,70.9,1,0
39.2,27.4,2.55,3.22,14.6,snow,high,60.7,8,23.7,2,2
13.1,82.4,4.49,0.2,18.0,snow,low,70.0,5,31.8,2,0
14.7,28.8,7.43,2.8,7.8,wet,high,44.5,11,28.6,1,2
9.9,64.5,0.0,6.7,14.0,dry,medium,52.7,4,65.7,0,1
41.8,97.4,0.17,6.76,13.6,dry,high,21.7,18,62.6,0,2
12.4,47.7,2.66,2.26,9.4,wet,medium,48.5,20,35.4,1,1
34.6,78.5,5.35,2.46,26.7,wet,low,32.7,23,35.5,1,0
38.0,83.2,0.98,10.0,15.5,snow,low,46.3,12,53.5,2,0
27.1,29.5,3.41,0.29,8.0,snow,medium,20.4,4,26.8,2,1
37.2,47.0,1.02,0.72,25.7,ice,medium,61.0,21,10.3,3,1
19.4,70.3,6.67,1.74,18.5,wet,medium,32.5,0,37.0,1,1
24.6,45.3,9.54,2.06,14.5,wet,medium,26.4,10,29.4,1,1
12.0,38.0,4.63,3.56,18.6,ice,high,80.0,23,20.1,3,2
1.2,22.3,3.64,5.02,12.4,wet,medium,34.1,23,53.0,1,1
18.1,35.9,0.0,6.86,8.6,dry,medium,51.0,8,73.7,0,1
9.8,58.5,2.04,6.18,9.4,wet,high,38.9,15,47.0,1,2
41.9,76.2,10.15,0.42,1.0,wet,low,51.2,11,37.2,1,0
17.3,86.9,2.4,2.33,18.9,wet,low,63.4,4,42.2,1,0
3.1,98.3,0.0,8.82,15.6,dry,medium,60.6,2,81.2,0,1
28.4,41.2,0.0,9.45,34.3,dry,medium,74.7,1,80.0,0,1
-1.4,84.8,4.45,1.77,36.1,snow,low,70.0,15,24.6,2,0
-4.7,54.8,7.16,3.04,0.0,wet,low,44.7,10,43.7,1,0
1.6,34.7,0.0,10.0,0.0,dry,low,47.5,0,95.1,0,0
24.7,95.2,14.76,4.8,29.7,wet,medium,46.7,11,46.4,1,1
40.0,21.3,0.0,9.66,1.5,dry,low,46.9,15,95.8,0,0
10.1,21.5,1.08,6.73,7.2,ice,medium,91.1,15,33.4,3,1
5.6,92.5,0.0,3.5,10.2,dry,low,77.2,19,54.3,0,0
26.1,46.0,10.09,1.75,3.6,wet,medium,52.2,15,31.6,1,1
23.4,34.0,0.0,4.56,22.5,dry,medium,44.1,11,57.6,0,1
41.8,81.3,0.0,6.82,39.0,dry,low,68.7,12,73.3,0,0
24.9,35.1,0.0,7.69,24.4,dry,low,42.0,8,82.4,0,0
11.0,53.1,0.0,6.34,20.8,dry,medium,82.8,16,71.5,0,1
29.2,57.9,0.73,7.64,15.0,ice,high,44.3,14,27.6,3,2
30.2,72.0,0.0,9.96,4.4,dry,low,43.7,0,93.9,0,0
23.5,72.8,7.61,8.53,13.3,wet,low,85.5,20,73.5,1,0
13.8,58.5,0.38,0.39,8.8,dry,medium,55.8,20,41.2,0,1
31.7,40.3,4.72,0.2,29.9,ice,medium,60.0,12,18.8,3,1
34.6,82.3,1.47,5.32,4.8,ice,medium,21.5,6,32.4,3,1
1.4,80.9,8.32,5.98,21.1,wet,low,48.2,6,57.9,1,0
1.7,99.6,3.82,0.2,14.2,wet,medium,80.8,19,32.8,1,1
21.4,98.4,2.81,3.88,19.6,snow,high,41.2,3,30.1,2,2
4.4,87.7,7.44,4.28,5.8,wet,medium,55.5,18,43.3,1,1
37.3,92.7,0.0,5.62,7.2,dry,low,89.7,22,71.5,0,0
30.4,33.0,3.91,4.64,36.3,ice,medium,57.0,16,25.8,3,1
34.7,88.7,3.79,3.73,31.3,snow,high,58.4,4,28.2,2,2
28.0,33.8,0.0,10.0,27.4,dry,medium,56.8,20,84.9,0,1
34.6,75.2,0.09,10.0,20.7,dry,high,79.6,3,73.0,0,2
21.7,61.0,1.41,4.48,25.5,wet,medium,56.6,7,48.1,1,1
17.3,95.7,0.0,8.4,26.0,dry,low,54.0,22,85.0,0,0
16.1,61.4,0.0,8.63,20.3,dry,medium,41.5,4,77.5,0,1
33.8,76.9,11.66,5.02,24.7,wet,medium,58.9,21,46.2,1,1
43.0,95.9,10.53,7.77,19.7,wet,medium,73.4,10,60.9,1,1
12.6,63.6,0.01,10.0,19.7,dry,low,78.6,4,91.2,0,0
0.6,46.9,0.0,7.27,18.5,dry,low,66.1,3,80.9,0,0
39.7,98.0,0.46,10.0,13.3,dry,low,31.8,6,95.2,0,0
15.9,89.0,0.14,8.01,0.0,dry,high,55.5,6,65.1,0,2
-3.8,63.7,0.0,9.63,6.5,dry,high,51.3,11,74.3,0,2
26.0,34.5,3.08,7.06,10.8,wet,medium,33.1,15,59.3,1,1
7.8,24.5,3.02,7.65,19.6,ice,low,59.4,10,33.2,3,0
0.4,92.7,0.08,4.43,18.1,dry,low,60.7,22,63.8,0,0
9.1,86.2,3.44,0.45,15.2,wet,low,43.8,8,39.9,1,0
36.0,59.8,0.06,10.0,15.2,dry,low,83.2,10,94.1,0,0
18.8,23.1,0.07,4.28,1.4,dry,medium,38.0,18,62.1,0,1
-2.0,49.2,14.6,2.18,12.0,wet,medium,44.5,10,35.8,1,1
11.9,67.0,0.0,3.53,27.9,dry,low,20.3,23,55.4,0,0
40.4,47.3,11.05,3.29,15.2,wet,medium,57.5,4,39.0,1,1
19.1,64.3,9.03,1.17,0.0,wet,low,71.5,11,39.5,1,0
15.5,24.9,0.0,6.09,13.8,dry,low,52.2,10,75.5,0,0
-3.1,22.5,9.83,2.37,25.0,wet,low,37.0,3,35.5,1,0
13.3,85.1,0.05,2.14,11.6,dry,medium,67.5,8,42.2,0,1
9.1,82.2,10.05,4.11,16.8,wet,medium,31.8,2,45.6,1,1
0.4,44.0,0.22,3.88,7.5,dry,high,47.8,1,52.8,0,2
9.9,62.5,0.0,6.71,28.2,dry,medium,56.2,6,69.2,0,1
43.9,56.3,0.0,10.0,11.0,dry,medium,66.4,7,91.7,0,1
34.4,77.1,4.12,3.21,35.4,wet,low,73.5,5,45.5,1,0
16.2,95.1,6.78,1.28,26.5,wet,medium,76.8,16,35.8,1,1
20.7,41.7,0.0,10.0,10.8,dry,low,65.1,22,89.8,0,0
20.3,31.5,3.91,8.15,15.9,snow,medium,75.2,23,43.1,2,1
37.2,91.8,6.44,4.6,20.6,wet,high,37.6,21,43.3,1,2
25.1,66.8,9.67,2.85,23.5,wet,medium,79.0,16,38.8,1,1
9.1,55.1,0.02,2.96,8.6,dry,low,53.3,18,50.2,0,0
-4.5,94.5,0.18,5.44,12.3,dry,medium,60.0,17,65.1,0,1
37.4,62.0,1.87,10.0,18.5,wet,medium,37.3,6,69.7,1,1
-1.7,94.3,2.66,0.2,18.5,snow,medium,49.1,17,20.5,2,1
36.6,61.7,14.71,4.27,15.2,wet,medium,41.6,23,47.4,1,1
37.9,70.3,0.0,6.49,10.8,dry,low,61.6,6,74.1,0,0
12.1,23.0,2.61,3.98,37.4,snow,high,50.6,2,27.8,2,2
7.7,83.2,4.68,0.2,18.1,ice,medium,30.5,1,27.1,3,1
25.1,51.0,0.52,10.0,39.2,snow,low,55.6,14,52.1,2,0
15.8,75.3,3.49,4.77,0.0,ice,low,69.5,3,28.5,3,0
33.0,29.2,4.05,4.49,24.3,wet,low,77.7,6,55.4,1,0
36.4,52.0,4.66,8.53,14.1,wet,high,55.3,23,52.6,1,2
32.2,44.5,3.21,0.2,20.9,wet,medium,62.9,4,29.9,1,1
5.3,39.4,0.0,10.0,9.2,dry,low,37.7,20,96.8,0,0
32.9,20.2,0.0,9.51,6.2,dry,low,96.4,6,94.7,0,0
24.6,54.9,0.0,10.0,15.8,dry,medium,58.8,6,85.1,0,1
29.7,26.5,1.44,5.5,30.6,ice,high,67.4,17,29.9,3,2
42.1,74.9,0.0,10.0,9.3,dry,high,30.1,14,75.7,0,2
5.1,53.8,0.12,9.88,5.4,snow,high,57.8,13,50.6,2,2
21.7,53.2,1.29,9.41,3.1,wet,low,83.1,16,73.2,1,0
8.1,60.8,0.0,8.33,11.6,dry,low,50.0,6,90.3,0,0
24.0,28.6,0.0,8.64,22.5,dry,low,57.6,5,84.5,0,0
37.2,62.2,0.0,6.27,30.5,dry,low,62.2,3,75.3,0,0
24.8,58.5,0.0,1.83,32.5,dry,low,42.6,0,41.5,0,0
39.9,77.0,14.0,9.1,16.3,wet,high,31.7,7,55.0,1,2
18.8,90.0,0.48,4.87,13.2,dry,low,63.1,16,66.0,0,0
0.7,74.3,0.12,4.2,18.8,dry,medium,51.4,4,56.3,0,1
10.5,46.0,2.32,4.71,13.2,ice,medium,61.0,4,22.2,3,1
40.6,88.1,0.2,6.6,26.7,dry,high,33.1,18,59.9,0,2
4.8,47.4,12.16,1.61,9.7,wet,high,70.0,12,40.2,1,2
-1.0,61.5,3.83,4.27,18.2,snow,medium,70.0,12,34.6,2,1
-0.4,90.6,14.92,0.6,17.3,wet,medium,98.7,1,35.2,1,1
23.0,29.0,8.92,2.46,13.2,wet,medium,51.4,12,34.9,1,1
21.2,49.1,0.05,10.0,7.5,dry,low,52.0,4,93.3,0,0
35.0,78.8,0.2,9.5,27.0,dry,medium,62.1,20,84.4,0,1
0.1,38.9,10.94,2.24,22.9,wet,high,82.0,12,31.7,1,2
23.5,44.6,0.18,9.38,13.4,dry,low,77.8,1,92.7,0,0
4.2,87.1,4.75,0.2,16.5,snow,medium,71.7,16,25.2,2,1
37.3,99.0,0.0,3.9,19.3,dry,medium,54.0,4,52.9,0,1
4.6,70.8,4.01,4.37,6.3,wet,medium,55.7,4,42.0,1,1
43.1,23.8,3.78,10.0,12.0,wet,medium,50.4,20,73.7,1,1
19.4,93.5,2.87,3.45,34.0,snow,high,80.4,15,29.1,2,2
33.5,62.5,0.56,6.33,18.6,dry,medium,59.1,7,71.3,0,1
36.8,79.1,10.79,0.81,17.2,wet,medium,36.3,11,40.1,1,1
10.0,88.8,14.67,5.27,1.6,wet,low,51.6,13,56.0,1,0
9.4,33.4,0.44,10.0,6.0,dry,low,67.9,10,97.0,0,0
16.8,98.7,0.03,9.91,17.2,dry,low,43.7,16,89.9,0,0
24.9,57.1,0.36,6.4,26.6,dry,medium,68.4,5,66.1,0,1
6.8,36.2,9.69,5.32,1.2,wet,high,44.3,15,45.9,1,2
9.9,56.2,0.27,8.78,4.4,dry,low,45.4,19,89.7,0,0
-0.3,82.2,0.45,8.54,24.1,dry,medium,69.7,11,77.8,0,1
8.9,38.1,3.67,0.2,10.3,ice,medium,55.9,17,27.9,3,1
23.3,29.0,1.92,5.95,15.8,wet,high,58.7,17,51.7,1,2
-3.0,34.3,0.0,5.24,4.9,dry,medium,66.2,20,61.4,0,1
38.7,96.9,0.25,6.27,0.0,dry,high,49.4,16,64.9,0,2
40.5,74.3,0.2,10.0,8.0,dry,medium,70.2,21,93.8,0,1
21.5,54.7,0.0,8.51,5.4,dry,low,70.1,11,80.3,0,0
19.7,61.0,0.0,10.0,17.5,dry,low,49.5,4,90.4,0,0
10.2,31.4,0.0,6.42,33.2,dry,low,60.5,0,68.3,0,0
44.6,46.8,0.13,10.0,2.6,dry,low,69.3,8,97.5,0,0
24.5,73.8,0.0,9.97,13.2,dry,low,61.8,22,92.7,0,0
7.5,55.3,0.0,6.98,1.0,dry,high,40.4,10,59.6,0,2
24.6,33.1,0.0,6.6,7.4,dry,medium,54.2,6,68.8,0,1
43.6,60.1,0.0,10.0,16.1,dry,low,45.9,11,92.6,0,0
32.7,66.5,3.5,4.13,28.0,ice,medium,32.5,6,23.4,3,1
32.5,55.1,8.76,7.08,20.5,wet,low,75.1,14,70.1,1,0
-1.4,48.8,0.14,4.49,8.1,dry,high,54.8,7,55.5,0,2
24.0,55.9,0.57,10.0,14.0,dry,low,39.6,15,94.7,0,0
13.7,94.1,0.0,5.85,0.0,dry,medium,54.3,12,65.2,0,1
21.0,96.6,0.35,5.17,40.1,dry,high,101.2,7,48.6,0,2
6.1,36.9,0.95,10.0,16.1,wet,low,64.0,2,75.3,1,0
36.2,21.6,12.4,0.2,12.2,wet,low,59.8,12,35.2,1,0
18.4,43.8,0.0,6.9,10.2,dry,high,44.7,22,63.7,0,2
37.7,39.7,0.0,9.44,5.3,dry,low,26.7,8,90.2,0,0
-2.5,25.9,8.7,6.5,12.4,wet,high,107.8,9,53.4,1,2
0.3,42.3,0.05,5.84,26.3,dry,medium,64.4,10,59.7,0,1
21.9,38.8,0.12,2.89,36.2,dry,high,85.8,4,37.9,0,2
7.2,96.8,5.52,1.49,3.0,wet,high,61.2,0,36.0,1,2
5.2,82.9,0.0,8.5,37.4,dry,low,108.9,10,86.8,0,0
18.4,59.6,0.03,10.0,12.8,dry,medium,83.4,13,89.7,0,1
33.8,64.6,0.62,9.69,35.3,dry,medium,61.1,19,83.5,0,1
14.4,38.4,0.58,5.31,11.7,dry,high,53.4,18,50.1,0,2
31.4,65.9,4.93,1.07,11.9,snow,high,47.2,21,15.8,2,2
16.3,84.9,13.58,3.8,9.9,wet,high,77.9,20,38.0,1,2
12.1,49.8,14.59,2.43,0.0,wet,high,67.9,8,31.4,1,2
-1.9,83.9,0.37,5.77,39.2,dry,medium,43.8,1,68.5,0,1
4.5,52.1,11.13,5.96,20.8,wet,medium,30.5,22,54.1,1,1
15.7,71.8,0.0,3.8,23.8,dry,high,32.4,23,45.0,0,2
34.7,96.0,0.0,4.08,22.7,dry,low,36.6,13,65.2,0,0
40.1,41.2,8.0,3.6,13.5,wet,medium,76.4,22,45.4,1,1
8.7,42.2,3.58,5.9,20.5,wet,low,66.1,23,59.3,1,0
42.3,66.6,0.0,6.01,24.9,dry,medium,40.6,20,66.2,0,1
32.8,44.2,2.87,0.2,19.7,wet,high,39.5,18,31.1,1,2
38.7,44.0,2.19,6.15,6.2,snow,medium,51.1,20,42.5,2,1
-0.8,49.8,10.31,0.2,16.4,wet,medium,49.4,14,37.1,1,1
2.4,88.8,2.33,6.51,13.6,snow,low,65.0,21,42.5,2,0
32.7,75.3,0.0,9.65,26.6,dry,high,76.1,16,69.9,0,2
-1.8,76.2,0.7,9.99,22.5,dry,medium,55.6,18,86.6,0,1
8.1,53.5,0.0,7.15,21.8,dry,low,72.7,10,74.4,0,0
6.5,40.7,0.0,8.59,18.8,dry,low,73.5,0,89.5,0,0
4.0,87.0,4.18,3.15,2.6,snow,low,40.4,14,33.9,2,0
2.4,56.2,8.8,3.94,22.5,wet,high,48.2,1,41.8,1,2
33.2,74.9,0.0,10.0,0.6,dry,high,46.9,2,81.4,0,2
-0.8,44.3,12.5,5.26,33.7,wet,low,56.7,21,59.5,1,0
22.1,87.1,1.99,8.57,5.4,wet,medium,59.9,8,69.3,1,1
-2.1,53.7,1.36,8.93,7.2,wet,high,77.0,7,57.2,1,2
38.0,86.7,0.0,9.57,18.7,dry,medium,82.6,6,82.5,0,1
3.1,39.7,0.0,9.01,7.6,dry,low,30.9,18,89.6,0,0
12.0,75.7,1.31,5.18,29.0,wet,medium,45.9,7,49.9,1,1
16.3,60.3,10.35,3.05,25.8,wet,low,52.1,17,34.6,1,0
7.0,71.1,6.45,2.01,14.4,wet,low,87.9,5,46.0,1,0
16.3,72.7,0.0,10.0,27.1,dry,medium,51.1,21,83.3,0,1
11.8,55.3,0.0,7.26,21.9,dry,medium,92.4,3,73.8,0,1
36.0,98.5,0.0,7.4,15.3,dry,high,60.4,1,69.2,0,2
3.3,39.1,0.0,10.0,11.8,dry,medium,38.6,19,83.8,0,1
37.0,96.7,0.12,10.0,0.0,dry,medium,22.9,10,89.1,0,1
-3.3,88.0,0.56,6.86,17.1,dry,low,75.7,12,77.0,0,0
8.1,50.0,0.76,10.0,14.7,dry,medium,42.3,2,83.0,0,1
23.4,78.5,0.03,10.0,14.4,dry,low,70.4,12,91.9,0,0
6.0,55.9,0.0,8.69,18.7,dry,medium,53.2,13,82.1,0,1
13.2,33.3,12.14,0.2,31.9,wet,medium,37.0,1,29.7,1,1
18.2,63.3,14.55,3.36,7.6,wet,medium,65.1,11,40.9,1,1
44.2,86.7,0.19,3.95,18.3,dry,low,72.1,15,58.8,0,0
24.7,87.6,12.41,0.2,24.2,wet,medium,77.9,11,27.7,1,1
24.6,95.8,3.48,4.88,5.3,ice,medium,54.8,2,25.7,3,1
28.3,45.9,0.03,10.0,8.4,dry,medium,28.8,21,86.5,0,1
13.9,85.6,0.0,6.4,14.5,dry,low,72.5,18,83.3,0,0
4.5,55.2,0.0,3.9,2.9,dry,high,25.3,22,44.7,0,2
6.1,22.8,0.49,4.36,10.3,dry,low,42.8,4,60.9,0,0
-2.5,81.7,12.19,3.79,8.5,wet,high,25.2,6,34.3,1,2
31.6,40.8,2.82,0.68,4.8,wet,low,56.7,16,39.7,1,0
